Storage_Location,Container_ID,Sub-Unit_ID,Part_Name,Unit_Cost,Target Quantity,Stocked Qty.,Lot_ID,Date_Stocked,Date_Picked,"0.5""-TC_Compatability","1.5""-TC_Compatability","2""-TC_Compatability","3""-TC_Compatability","4""-TC_Compatability","5""-TC_Compatability",Container Filled Mass (kg),Container Filled Mass (Lbs),Kit Assignmet,Manual Assignment,System SN,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
γA3b2,C20250501-014,B20250702-169,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-170,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-171,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-295,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-296,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-297,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-172,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-173,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-174,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-175,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-176,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-177,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-178,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-179,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-180,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-181,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-182,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-183,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-184,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-185,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-186,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-187,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-188,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-189,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-190,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-191,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-192,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-307,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-308,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-309,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-310,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-311,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-312,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-313,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-314,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-315,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-298,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-299,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-300,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-301,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-302,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-303,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-304,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-305,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-306,"TC Tee - Inst. - 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γD2a1,C20250501-031,B20250702-480,Washer - Fender - M8 x 24mm - 18-8 SS,,14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a2,C20250501-032,B20250702-481,Washer - Fender - M8 x 24mm - 18-8 SS,,14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b1,C20250501-033,B20250702-482,Washer - Fender - M8 x 24mm - 18-8 SS,,14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b2,C20250501-034,B20250702-483,Washer - Fender - M8 x 24mm - 18-8 SS,,14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c1,C20250501-035,B20250702-484,Washer - Fender - M8 x 24mm - 18-8 SS,,14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c2,C20250501-036,B20250702-485,Washer - Fender - M8 x 24mm - 18-8 SS,,14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a1,C20250501-031,B20250702-486,"Washer - Flat - 1/2"" x 1.0625 - 18-8 SS",,8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a2,C20250501-032,B20250702-487,"Washer - Flat - 1/2"" x 1.0625 - 18-8 SS",,8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b1,C20250501-033,B20250702-488,"Washer - Flat - 1/2"" x 1.0625 - 18-8 SS",,8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b2,C20250501-034,B20250702-489,"Washer - Flat - 1/2"" x 1.0625 - 18-8 SS",,8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c1,C20250501-035,B20250702-490,"Washer - Flat - 1/2"" x 1.0625 - 18-8 SS",,8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c2,C20250501-036,B20250702-491,"Washer - Flat - 1/2"" x 1.0625 - 18-8 SS",,8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a1,C20250501-031,B20250702-492,"Washer - Locking - 1/2"" 304 SS",,4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a2,C20250501-032,B20250702-493,"Washer - Locking - 1/2"" 304 SS",,4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b1,C20250501-033,B20250702-494,"Washer - Locking - 1/2"" 304 SS",,4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b2,C20250501-034,B20250702-495,"Washer - Locking - 1/2"" 304 SS",,4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c1,C20250501-035,B20250702-496,"Washer - Locking - 1/2"" 304 SS",,4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c2,C20250501-036,B20250702-497,"Washer - Locking - 1/2"" 304 SS",,4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a1,C20250501-031,B20250702-498,Washer - Locking - M8 - Internal Tooth - 304 SS,,12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2a2,C20250501-032,B20250702-499,Washer - Locking - M8 - Internal Tooth - 304 SS,,12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b1,C20250501-033,B20250702-500,Washer - Locking - M8 - Internal Tooth - 304 SS,,12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2b2,C20250501-034,B20250702-501,Washer - Locking - M8 - Internal Tooth - 304 SS,,12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c1,C20250501-035,B20250702-502,Washer - Locking - M8 - Internal Tooth - 304 SS,,12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γD2c2,C20250501-036,B20250702-503,Washer - Locking - M8 - Internal Tooth - 304 SS,,12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
γA1b1,B20250702-001,B20250702-013,Grounding Chain - SS - ASSY - Hardware,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b1,B20250702-002,B20250702-014,Grounding Chain - SS - ASSY - Hardware,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b1,B20250702-003,B20250702-015,Grounding Chain - SS - ASSY - Hardware,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b1,B20250702-004,B20250702-016,Grounding Chain - SS - ASSY - Hardware,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b1,B20250702-005,B20250702-017,Grounding Chain - SS - ASSY - Hardware,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b1,B20250702-006,B20250702-018,Grounding Chain - SS - ASSY - Hardware,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b1,C20250501-003,B20250702-001,Grounding Chain - SS - ASSY,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b1,C20250501-008,B20250702-002,Grounding Chain - SS - ASSY,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-003,Grounding Chain - SS - ASSY,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-004,Grounding Chain - SS - ASSY,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-005,Grounding Chain - SS - ASSY,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-006,Grounding Chain - SS - ASSY,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
,C20250204-,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Assignment Required,,,,,,,,,,,,
